PARCEL_APN,TAXAPN,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,LATITUDE,LONGITUDE,ASSESSEE_OWNER_NAME_1,ASSESSEE_OWNER_NAME_2,ASSESSEE_MAIL_CITY,ASSESSEE_MAIL_STATE,ASSESSEE_MAIL_ZIP,VAL_ASSD_LAND,VAL_ASSD_IMPRV,VAL_ASSD,ASMT_YEAR,ASMT_RCDRS_DATE_TRANSFER,ASMT_VAL_TRANSFER,USE_CODE_MUNI_DESC,USE_CODE_MUNI,USE_CODE_STD_LPS,USE_CODE_STD_DESC_LPS,ZONING,LOT_SIZE_AREA,LOT_SIZE_AREA_UNIT,LIVING_SQFT,YR_BLT,BUILDING_SQFT,STORIES_NUMBER,UNITS_NUMBER,BEDROOMS,TOTAL_BATHS_CALCULATED,VAL_MRKT_LAND,VAL_MRKT_IMPRV,VAL_MARKET,LAST_SALE_DATE_TRANSFER,VAL_TRANSFER,JURISDICTION,H3_INT_9,vacancy_tier,exclusion_reason
24302810210000,243-0281-021-0000,7805 SAYONARA DR,CITRUS HEIGHTS,CA,95610.0,38.68554,-121.276037,CITRUS HEIGHTS COMMUNITY REDEVELOPMENT AG,,CITRUS HEIGHTS,CA,95621.0,,,,2024.0,20081015.0,0.0,RES/FOUR FAMILY/FOURPLEX,A4E00A,1103.0,"QUADRUPLEX (4 UNITS, ANY COMBINATION)",RD20,7325.0,SF,3088.0,1978.0,3088.0,,,8.0,,,,,20081015.0,200000.0,UNINCORPORATED COUNTY,617700322077048831,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
24302810200000,243-0281-020-0000,7809 SAYONARA DR,CITRUS HEIGHTS,CA,95610.0,38.685543,-121.275808,CITY OF CITRUS HEIGHTS COMMUNUNITY REDEV AGENCY,,CITRUS HEIGHTS,CA,95621.0,,,,2024.0,20091120.0,0.0,RES/FOUR FAMILY/FOURPLEX,A4E00A,1103.0,"QUADRUPLEX (4 UNITS, ANY COMBINATION)",RD20,7325.0,SF,3088.0,1978.0,3088.0,,,8.0,,,,,20091120.0,205000.0,UNINCORPORATED COUNTY,617700322077048831,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21102000640000,211-0200-064-0000,6649 SUNRISE BLVD,CITRUS HEIGHTS,CA,95610.0,38.687339,-121.272335,HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO,,SACRAMENTO,CA,95814.0,,,,2024.0,19880930.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD20,1.15,AC,1462.0,1934.0,1462.0,1,,3.0,,,,,,,UNINCORPORATED COUNTY,617700322080980991,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
22401200290000,224-0120-029-0000,8057 OAK AVE,CITRUS HEIGHTS,CA,95610.0,38.700801,-121.264519,ZAMANI JOSEPH & SHERRY ZAMANI MAUCK,,CITRUS HEIGHTS,CA,95621.0,88368.0,,88368.0,2024.0,20090603.0,0.0,MOBILE HOME/ON PRIVATE LAND/NOT MH PARK,ATC00A,1006.0,MOBILE/MANUFACTURED HOME (REGARDLESS OF LAND OWNERSHIP),RD2,20038.0,SF,842.0,1935.0,842.0,1,,3.0,,,,,20230512.0,70000.0,UNINCORPORATED COUNTY,617700278475948031,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
22401900240000,224-0190-024-0000,8275 OAK AVE,CITRUS HEIGHTS,CA,95610.0,38.702544,-121.256744,SUNRISE RECREATION & PARK DISTRICT,,CITRUS HEIGHTS,CA,95610.0,,,,2024.0,19810224.0,0.0,VACANT RESIDENTIAL UNDER 2 AC,IAEAAA,8001.0,RESIDENTIAL-VACANT LAND,RD5,1.9299999,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278475161599,Tier 1: Coded Vacant,public_park_or_recreation_agency
25901600620000,259-0160-062-0000,ESCALLONIA DR,ORANGEVALE,CA,95662.0,38.69314,-121.253596,ORANGEVALE RECREATION & PARKS DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",O,0.0,,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278473588735,Tier 2: Zero Improvement,public_park_or_recreation_agency
25901600590000,259-0160-059-0000,ESCALLONIA DR,ORANGEVALE,CA,95662.0,38.692992,-121.253625,ORANGEVALE RECREATION & PARKS DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",O,0.0,,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278473588735,Tier 2: Zero Improvement,public_park_or_recreation_agency
25901130310000,259-0113-031-0000,DRYWOOD WAY,ORANGEVALE,CA,95662.0,38.692927,-121.253682,ORANGEVALE RECREATION AND PARKS DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",RD-5,0.0,,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278473588735,Tier 2: Zero Improvement,public_park_or_recreation_agency
25901600600000,259-0160-060-0000,6927 ESCALLONIA DR,ORANGEVALE,CA,95662.0,38.692786,-121.253641,ORANGEVALE RECREATION & PARKS DISTRICT,,ORANGEVALE,CA,95662.0,10.0,,10.0,2024.0,,0.0,"MISC, UNUSABLE-SMALL",MSMALA,8009.0,"WASTE LAND, MARSH, SWAMP, SUBMERGED-VACANT LAND",O,0.0,,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278473588735,Tier 2: Zero Improvement,public_park_or_recreation_agency
25903300390000,259-0330-039-0000,WAR HORSE CT,ORANGEVALE,CA,95662.0,38.686865,-121.255645,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,19851127.0,0.0,VAC RECREATION SITE 2- AC,IFACOA,8010.0,RECREATIONAL-VACANT LAND,R-1-A (PD),4.4400001,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278480928767,Tier 1: Coded Vacant,public_park_or_recreation_agency
22700500290000,227-0050-029-0000,8124 MOUNTAIN AVE,ORANGEVALE,CA,95662.0,38.71338,-121.201842,COUNTY OF SACRAMENTO,,SACRAMENTO,CA,95827.0,,,,2024.0,19961008.0,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,AR-5,4.5500002,AC,1912.0,1953.0,1912.0,1,,3.0,,,,,19961008.0,,UNINCORPORATED COUNTY,617700277832122367,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21301610260000,213-0161-026-0000,6920 HAZEL AVE,ORANGEVALE,CA,95662.0,38.691949,-121.224128,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,,0.0,"OFFICE, RES, CONVERSION 1 STORY",CJA00A,2044.0,COMMERCIAL/OFFICE/RESIDENTIAL (MIXED USE),AR-1,1.88,AC,1354.0,1956.0,1354.0,1,,,,,,,20191001.0,917500.0,UNINCORPORATED COUNTY,617700278295330815,Tier 2: Zero Improvement,public_park_or_recreation_agency
21301610270000,213-0161-027-0000,6930 HAZEL AVE,ORANGEVALE,CA,95662.0,38.692318,-121.224124,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,,0.0,GENERAL OFFICE,CAA00A,3003.0,OFFICE BLDG (GENERAL),AR-1,1.88,AC,5624.0,1960.0,5624.0,1,,,,,,,20191001.0,917500.0,UNINCORPORATED COUNTY,617700278295330815,Tier 2: Zero Improvement,public_park_or_recreation_agency
21301610280000,213-0161-028-0000,6916 HAZEL AVE,ORANGEVALE,CA,95662.0,38.69152,-121.223962,ORANGEVALE REC PK DIST,,ORANGEVALE,CA,95662.0,,,,2024.0,20081022.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00B,1001.0,SINGLE FAMILY RESIDENTIAL,AR-1,2.3299999,AC,1222.0,1950.0,1222.0,1,,3.0,,,,,20081022.0,325000.0,UNINCORPORATED COUNTY,617700278295330815,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21301610290000,213-0161-029-0000,6908 HAZEL AVE,ORANGEVALE,CA,95662.0,38.691329,-121.224718,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,20011219.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00B,1001.0,SINGLE FAMILY RESIDENTIAL,AR-1,29185.0,SF,973.0,1934.0,973.0,1,,2.0,,,,,20011219.0,100000.0,UNINCORPORATED COUNTY,617700278295330815,Tier 2: Zero Improvement,public_park_or_recreation_agency
21301610330000,213-0161-033-0000,6826 HAZEL AVE,ORANGEVALE,CA,95662.0,38.690699,-121.224571,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,19910529.0,0.0,VACANT RESIDENTIAL UNDER 10 AC,IAABEA,8001.0,RESIDENTIAL-VACANT LAND,AR-1,3.1199999,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278295330815,Tier 1: Coded Vacant,public_park_or_recreation_agency
21303600120000,213-0360-012-0000,HAZEL AVE,ORANGEVALE,CA,95662.0,38.688916,-121.224191,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,19910529.0,0.0,VACANT RESIDENTIAL UNDER 2 AC,IAEBFA,8001.0,RESIDENTIAL-VACANT LAND,AR-1,4.5900002,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278288515071,Tier 1: Coded Vacant,public_park_or_recreation_agency
21300150090000,213-0015-009-0000,7208 HAZEL AVE,ORANGEVALE,CA,95662.0,38.696461,-121.222157,ORANGEVALE RECREATION & PARK DISTRICT,,ORANGEVALE,CA,95662.0,,,,2024.0,19851127.0,0.0,PRIVATE CLUB,FH00BA,4007.0,"CLUBS, LODGES, PROFESSIONAL ASSOCIATIONS",O,22.74,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700278294806527,Tier 2: Zero Improvement,public_park_or_recreation_agency
21301610210000,213-0161-021-0000,6839 PECAN AVE,ORANGEVALE,CA,95662.0,38.690693,-121.221894,ORANGEVALE REC & PK DIST,,ORANGEVALE,CA,95662.0,,,,2024.0,20061116.0,0.0,RES/SINGLE FAMILY/RURAL HOME(2-5 AC),A1D00B,1008.0,RURAL/AGRICULTURAL RESIDENCE,AR-1,5.0,AC,532.0,1934.0,532.0,1,,1.0,,,,,20061116.0,800000.0,UNINCORPORATED COUNTY,617700278292447231,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21301700240000,213-0170-024-0000,6648 PECAN AVE,ORANGEVALE,CA,95662.0,38.687304,-121.219961,ORANGEVALE WATER COMPANY,,ORANGEVALE,CA,95662.0,9.0,,9.0,2024.0,20010803.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00A,1001.0,SINGLE FAMILY RESIDENTIAL,AR-1,1.14,AC,1837.0,1958.0,1837.0,1,,3.0,,,,,20240621.0,190000.0,UNINCORPORATED COUNTY,617700278293495807,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
21301700130000,213-0170-013-0000,9019 CENTRAL AVE,ORANGEVALE,CA,95662.0,38.686017,-121.219997,ORANGEVALE MUTUAL WATER COMPANY,,ORANGEVALE,CA,95662.0,9.0,,9.0,2024.0,19870807.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00A,1001.0,SINGLE FAMILY RESIDENTIAL,AR-1,11262.0,SF,1450.0,1960.0,1450.0,1,,3.0,,,,,20240621.0,,UNINCORPORATED COUNTY,617700278293495807,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
22701700020000,227-0170-002-0000,7725 CARDWELL AVE,ORANGEVALE,CA,95662.0,38.706227,-121.197031,BILYEU STANLEY D,,FAIR OAKS,CA,95628.0,10062.0,,10062.0,2024.0,20050602.0,0.0,RES/SINGLE FAMILY/NON-SUBDIVISION,A1B00B,1001.0,SINGLE FAMILY RESIDENTIAL,AR-2,32670.0,SF,720.0,1938.0,720.0,1,,3.0,,,,,20050602.0,108000.0,UNINCORPORATED COUNTY,617700278329409535,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
02500810140000,025-0081-014-0000,2786 FRUITRIDGE RD,SACRAMENTO,CA,95820.0,38.52411,-121.477732,ANDRADE BENNY RAMIREZ,,WEST SACRAMENTO,CA,95605.0,45066.0,,45066.0,2024.0,20080616.0,0.0,SMALL RETAIL-ONE TENANT,BAA00A,2001.0,"RETAIL STORES ( PERSONAL SERVICES, PHOTOGRAPHY, TRAVEL)",R-1-EA-4,3920.0,SF,572.0,1972.0,572.0,1,,,,,,,20080616.0,,CITY OF SACRAMENTO,617700320418463743,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
03501310530000,035-0131-053-0000,2260 GLEN ELLEN CIR,SACRAMENTO,CA,95822.0,38.516795,-121.484425,CITY OF SACRAMENTO,,SACRAMENTO,CA,95814.0,,,,2024.0,19970314.0,0.0,OFFICE - SINGLE TENANT,CBA00A,3003.0,OFFICE BLDG (GENERAL),R-1-EA-4,13250.0,SF,4098.0,1959.0,4098.0,1,,4.0,3.0,,,,19970314.0,84000.0,CITY OF SACRAMENTO,617700320446513151,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
11609700620000,116-0970-062-0000,8169 ELK GROVE BLVD,ELK GROVE,CA,95758.0,38.409532,-121.405689,JOHANN & MARGARETE U S KOHN REV DECLARATION OF TR,,SAN JOSE,CA,95124.0,1006718.0,,1006718.0,2024.0,,0.0,SERVICE STATION,BFA0BA,2041.0,GAS STATION,GC,40816.0,SF,2971.0,1998.0,2971.0,1,,,,,,,,,UNINCORPORATED COUNTY,617700154627588095,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12503900160000,125-0390-016-0000,8607 ELK GROVE BLVD,ELK GROVE,CA,95624.0,38.409404,-121.385098,WONG FAMILY REVOCABLE TRUST & PHILIP E WONG/A ALANE,,FREMONT,CA,94538.0,884042.0,,884042.0,2024.0,,0.0,SERVICE STATION,BFA0BA,2041.0,GAS STATION,GC,41969.0,SF,6098.0,2022.0,6098.0,,,,,,,,20111003.0,,UNINCORPORATED COUNTY,617700312285708287,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
12500300140000,125-0030-014-0000,ELK GROVE BLVD,ELK GROVE,CA,95624.0,38.408648,-121.386694,ELK GROVE COSUMNES CEMETERY DIST,,SACRAMENTO,CA,95826.0,,,,2024.0,,0.0,CEMETERY,DFC00A,9108.0,CEMETERY (EXEMPT),PS,4.2800002,AC,,,,,,,,,,,,,UNINCORPORATED COUNTY,617700312285708287,Tier 2: Zero Improvement,inherently_active_use_parking_airport_cemetery
12500700280000,125-0070-028-0000,8725 ELK GROVE BLVD,ELK GROVE,CA,95624.0,38.409301,-121.379799,ELK GROVE ASSOCIATES LLC,,SACRAMENTO,CA,95864.0,324270.0,,324270.0,2024.0,,0.0,BANK,CCA00A,3007.0,"FINANCIAL BLDG (BANK, S&L; MTGE; LOAN; CREDIT)",GC,26572.0,SF,3784.0,1979.0,3784.0,1.0,,,,,,,20181224.0,,UNINCORPORATED COUNTY,617700308413841407,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13202900300000,132-0290-030-0000,8775 POPPY RIDGE RD,ELK GROVE,CA,95757.0,38.394213,-121.382011,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-25 SPAS,2.9100001,AC,1928.0,1958.0,1928.0,1,,2.0,,,,,20160415.0,,UNINCORPORATED COUNTY,617700312291999743,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229100090000,132-2910-009-0000,7597 COFFER CT,ELK GROVE,CA,95757.0,38.38646,-121.416743,DARMANJIAN SHALOM,,ELK GROVE,CA,95757.0,155249.0,,155249.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2718.0,,2718.0,2,,4.0,,,,,20240209.0,744500.0,UNINCORPORATED COUNTY,617700312245338111,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229200010000,132-2920-001-0000,10202 PAGODA WAY,ELK GROVE,CA,95757.0,38.386929,-121.415215,MERITAGE HOMES OF CALIFORNIA INC,,SCOTTSDALE,AZ,85255.0,156820.0,,156820.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,3247.0,2023.0,3247.0,2,,5.0,,,,,20240723.0,815000.0,UNINCORPORATED COUNTY,617700312245862399,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229200990000,132-2920-099-0000,10179 ASHLAR DR,ELK GROVE,CA,95757.0,38.388248,-121.410922,PADRE RONALDO GREGORIO & ARACELI GALI,,SAN JOSE,CA,95127.0,137622.0,,137622.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2461.0,,2461.0,2,,4.0,,,,,20240820.0,740000.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229200980000,132-2920-098-0000,10175 ASHLAR DR,ELK GROVE,CA,95757.0,38.388397,-121.410926,SEVILLA KATHLEEN R & STEPHEN Q,,ELK GROVE,CA,95757.0,137622.0,,137622.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2897.0,,2897.0,2,,5.0,,,,,20240418.0,793500.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229201000000,132-2920-100-0000,10183 ASHLAR DR,ELK GROVE,CA,95757.0,38.388111,-121.41092,MERITAGE HOMES OF CALIFORNIA INC,,SCOTTSDALE,AZ,85255.0,137622.0,,137622.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2718.0,,2718.0,2,,4.0,,,,,20240510.0,720000.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229300490000,132-2930-049-0000,8001 LUKA WAY,ELK GROVE,CA,95757.0,38.38944,-121.409724,RICHMOND AMERICAN HOMES OF MARYLAND INC,,ROSEVILLE,CA,95661.0,132646.0,,132646.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,3200.0,,3200.0,2,,4.0,,,,,20240719.0,,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229300470000,132-2930-047-0000,8009 LUKA WAY,ELK GROVE,CA,95757.0,38.389441,-121.40934,RICHMOND AMERICAN HOMES OF MARYLAND INC,,ROSEVILLE,CA,95661.0,132646.0,,132646.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2073.0,,2073.0,1,,3.0,,,,,20240726.0,753500.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229300450000,132-2930-045-0000,8017 LUKA WAY,ELK GROVE,CA,95757.0,38.389444,-121.408923,RICHMOND AMERICAN HOMES OF MARYLAND INC,,ROSEVILLE,CA,95661.0,132646.0,,132646.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2799.0,,2799.0,2,,3.0,2.0,,,,20241112.0,872000.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229300540000,132-2930-054-0000,8000 LUKA WAY,ELK GROVE,CA,95757.0,38.389042,-121.409721,RICHMOND AMERICAN HOMES OF MARYLAND INC,,ROSEVILLE,CA,95661.0,132646.0,,132646.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,3200.0,,3200.0,2,,4.0,,,,,20240717.0,931000.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229400020000,132-2940-002-0000,8236 SEAHORSE WAY,ELK GROVE,CA,95757.0,38.38997,-121.403925,TL OASIS L P,,ROSEVILLE,CA,95661.0,149100.0,,149100.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,3072.0,2023.0,3072.0,2,,5.0,,,,,,,UNINCORPORATED COUNTY,617700312250056703,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13228200640000,132-2820-064-0000,8266 BLUE CORAL AVE,ELK GROVE,CA,95757.0,38.391027,-121.400751,POPPY LANE LLC,,ROSEVILLE,CA,95661.0,58888.0,,58888.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-8,0.0,,2755.0,2023.0,2755.0,2,,4.0,,,,,,,UNINCORPORATED COUNTY,617700312290164735,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13229300600000,132-2930-060-0000,8013 BELFRY WAY,ELK GROVE,CA,95757.0,38.388755,-121.409135,RICHMOND AMERICAN HOMES OF MARYLAND INC,,ROSEVILLE,CA,95661.0,132646.0,,132646.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-5,0.0,,2731.0,,2731.0,2,,4.0,,,,,20240628.0,839000.0,UNINCORPORATED COUNTY,617700312252415999,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13200500260000,132-0050-026-0000,7321 ELEFA AVE,ELK GROVE,CA,95757.0,38.383013,-121.416493,MESA LAGUNA RIDGE LIMITED PARTNERSHIP,,ELK GROVE,CA,95757.0,459000.0,,459000.0,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00B,1008.0,RURAL/AGRICULTURAL RESIDENCE,RD-20,10404.0,SF,778.0,1929.0,778.0,1,,2.0,,,,,20220804.0,450000.0,UNINCORPORATED COUNTY,617700312246386687,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13202900040000,132-0290-004-0000,8485 POPPY RIDGE RD,ELK GROVE,CA,95757.0,38.392571,-121.391127,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(OVER 5 AC),A1E00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,PR,19.07,AC,3327.0,1989.0,3327.0,1.0,,4.0,,,,,20171106.0,7110000.0,UNINCORPORATED COUNTY,617700312287805439,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13202900090000,132-0290-009-0000,8675 POPPY RIDGE RD,ELK GROVE,CA,95757.0,38.392415,-121.382011,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2-5 AC),A1D00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,SPASEPA RD,2.4100001,AC,1386.0,1976.0,1386.0,2.0,,2.0,,,,,20170403.0,190000.0,UNINCORPORATED COUNTY,617700312291999743,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13202900370000,132-0290-037-0000,8681 POPPY RIDGE RD,ELK GROVE,CA,95757.0,38.392871,-121.382012,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,SPASEPA RD,2.3,AC,2219.0,1986.0,2219.0,1.0,,3.0,,,,,20170228.0,325500.0,UNINCORPORATED COUNTY,617700312291999743,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13230400330000,132-3040-033-0000,10313 W SOLVITA WAY,ELK GROVE,CA,95757.0,38.383698,-121.398761,MACHADO ELIZABETH C,,ELK GROVE,CA,95757.0,162101.0,,162101.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,SPASEPA,0.0,,1552.0,2023.0,1552.0,1.0,,3.0,,,,,20240507.0,632000.0,UNINCORPORATED COUNTY,617700312250843135,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13230400320000,132-3040-032-0000,10309 W SOLVITA WAY,ELK GROVE,CA,95757.0,38.383882,-121.398769,KB HOME SACRAMENTO INC,,ROSEVILLE,CA,95661.0,162101.0,,162101.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,SPASEPA,0.0,,2124.0,2023.0,2124.0,2.0,,3.0,,,,,,,UNINCORPORATED COUNTY,617700312250843135,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13230400460000,132-3040-046-0000,10298 W SOLVITA WAY,ELK GROVE,CA,95757.0,38.384204,-121.398261,KB HOME SACRAMENTO INC,,ROSEVILLE,CA,95661.0,162101.0,,162101.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,SPASEPA,0.0,,1860.0,2023.0,1860.0,2.0,,3.0,,,,,20240624.0,661000.0,UNINCORPORATED COUNTY,617700312250843135,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13228000650000,132-2800-065-0000,10479 CELLO WAY,ELK GROVE,CA,95757.0,38.377254,-121.378361,ROMERO REVOCABLE TRUST,,ELK GROVE,CA,95757.0,71558.0,,71558.0,2024.0,,0.0,RES/SINGLE FAMILY/SUBDIVISION,A1A00A,1001.0,SINGLE FAMILY RESIDENTIAL,RD-15,0.0,,1638.0,2023.0,1638.0,2,,3.0,,,,,20230824.0,560000.0,UNINCORPORATED COUNTY,617700312232493055,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13203000120000,132-0300-012-0000,7809 KAMMERER RD,ELK GROVE,CA,95757.0,38.37261,-121.411918,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,SPASEPA,34328.0,SF,1730.0,1963.0,1730.0,1,,3.0,,,,,20160916.0,,UNINCORPORATED COUNTY,617700312255037439,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
13203000140000,132-0300-014-0000,7909 KAMMERER RD,ELK GROVE,CA,95757.0,38.372627,-121.41048,CITY OF ELK GROVE,,ELK GROVE,CA,95758.0,,,,2024.0,,0.0,RES/SINGLE FAMILY/RURAL HOME(2 AC OR LES,A1C00A,1008.0,RURAL/AGRICULTURAL RESIDENCE,SPASEPA,36260.0,SF,1110.0,1956.0,1110.0,1,,2.0,,,,,20161018.0,,UNINCORPORATED COUNTY,617700312319262719,Tier 2: Zero Improvement,occupied_structure_missing_improvement_data
